gsis_player_id,rookie_season,player_name,position,draft_season,draft_round,draft_overall_selection,scrambles,qb_pressures,qb_pressure_to_sack_rate,inside_runs,outside_runs,change_of_direction_runs,designed_qb_runs,man_coverage_targets,zone_coverage_targets,pressures_allowed,pressures,pressure_rate,run_defense_tackles,primary_in_coverage_total,man_coverage_responsibility_total,primary_in_coverage_yards_allowed,total_snaps,passing_attempts,passing_dropbacks,passing_completions,passing_completion_percentage,passing_yards,passing_touchdowns,passing_sacks,passing_interceptions,rushing_attempts,rushing_yards,rushing_touchdowns,receiving_targets,receiving_receptions,receiving_yards,receiving_yards_per_route_run,receiving_touchdowns,receiving_yards_after_catch,defense_interceptions,defense_pass_breakups
196601,2020,Khalil Davis,DT,2020,6.0,194.0,,,,,,,,,,,2.0,0.083333333,2.0,,,,41,,,,,,,,,,,,,,,,,,,
305707,2024,Dallas Gant,IB,2024,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,
316846,2023,Moro Ojomo,DT,2023,7.0,249.0,,,,,,,,,,,1.0,0.026315789,3.0,,,,84,,,,,,,,,,,,,,,,,,,
196251,2020,Alex Highsmith,DE,2020,3.0,102.0,,,,,,,,,,,24.0,0.1176470588235294,32.0,10.0,3.0,60.0,701,,,,,,,,,,,,,,,,,,1.0,1.0
282907,2022,Samori Toure,WR,2022,7.0,258.0,,,,,,,,1.0,8.0,,,,,,,,114,,,,,,,,,,,,10.0,5.0,82.0,1.108108108108108,1.0,11.0,,
304601,2022,James Houston,IB,2022,6.0,217.0,,,,,,,,,,,16.0,0.1777777777777777,1.0,,2.0,,211,,,,,,,,,,,,,,,,,,,
279737,2020,John Penisini,DT,2020,6.0,197.0,,,,,,,,,,,1.0,0.004081633,28.0,,,,583,,,,,,,,,,,,,,,,,,,
325360,2024,Caedan Wallace,OG,2024,3.0,68.0,,,,,,,,,,5.0,,,,,,,145,,,,,,,,,,,,,,,,,,,
259451,2020,Parnell Motley,DC,2020,,,,,,,,,,,,,,,3.0,11.0,15.0,118.0,104,,,,,,,,,,,,,,,,,,,1.0
324695,2024,Darius Muasau,IB,2024,6.0,183.0,,,,,,,,,,,2.0,0.090909091,36.0,14.0,43.0,110.0,683,,,,,,,,,,,,,,,,,,1.0,1.0
283380,2022,Brock Hoffman,OC,2022,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,
308621,2023,Starling Thomas,DC,2023,,,,,,,,,,,,,,,9.0,42.0,68.0,368.0,541,,,,,,,,,,,,,,,,,,,5.0
280246,2022,Nephi Sewell,IB,2022,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,
307301,2023,Kearis Jackson,WR,2023,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,
279802,2022,Xavier Newman-Johnson,OG,2022,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
305682,2022,Kyle Philips,WR,2022,5.0,163.0,,,,,,,,3.0,6.0,,,,,,,,71,,,,,,,,,,,,13.0,8.0,78.0,1.902439024390244,,21.0,,
300374,2023,Xazavian Valladay,RB,2023,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,
327944,2024,Mohamed Kamara,DE,2024,5.0,158.0,,,,,,,,,,,3.0,0.2307692307692307,1.0,1.0,,11.0,56,,,,,,,,,,,,,,,,,,,
324884,2023,Gervarrius Owens,DS,2023,7.0,254.0,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,
278868,2022,Zachary Thomas,OT,2022,6.0,186.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
259226,2020,James Robinson,RB,2020,,,0.0,1.0,1.0,135.0,103.0,27.0,0.0,12.0,43.0,11.0,,,,,,,641,,,,,,,,,240.0,1070.0,7.0,60.0,49.0,344.0,,3.0,394.0,,
305676,2023,Atonio Mafi,OG,2023,5.0,144.0,,,,,,,,,,30.0,,,,,,,508,,,,,,,,,,,,,,,,,,,
181911,2020,Casey Toohill,OB,2020,7.0,233.0,,,,,,,,,,,2.0,0.08,2.0,,,,119,,,,,,,,,,,,,,,,,,,
310508,2022,Marquan McCall,DT,2022,,,,,,,,,,,,,1.0,0.0140845070422535,15.0,,,,231,,,,,,,,,,,,,,,,,,,
266273,2020,Jon Runyan,OT,2020,6.0,192.0,,,,,,,,,,1.0,,,,,,,240,,,,,,,,,,,,,,,,,,,
300511,2024,Dallin Holker,TE,2024,,,,,,,,,,,4.0,1.0,,,,,,,104,,,,,,,,,,,,4.0,3.0,21.0,0.84,,13.0,,
195298,2020,Freddie Swain,WR,2020,6.0,214.0,,,,,,,,7.0,13.0,1.0,,,,,,,498,,,,,,,,,,,,21.0,13.0,159.0,,2.0,102.0,,
279792,2022,Trestan Ebner,RB,2022,6.0,203.0,,,,11.0,13.0,2.0,0.0,1.0,6.0,,,,,,,,258,,,,,,,,,24.0,54.0,,7.0,2.0,8.0,0.2962962962962963,,-1.0,,
350479,2024,Tarheeb Still,DC,2024,5.0,137.0,,,,,,,,,,,1.0,0.1666666666666666,15.0,67.0,113.0,474.0,881,,,,,,,,,,,,,,,,,,4.0,10.0
325018,2022,Luke Tenuta,OT,2022,6.0,209.0,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,
310291,2023,John Ojukwu,OT,2023,,,,,,,,,,,,3.0,,,,,,,74,,,,,,,,,,,,,,,,,,,
280076,2022,Eyioma Uwazurike,DE,2022,4.0,116.0,,,,,,,,,,,3.0,0.035714286,15.0,,,,198,,,,,,,,,,,,,,,,,,,1.0
281203,2022,Austin Deculus,OT,2022,6.0,205.0,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,
349417,2023,Tyrus Wheat,DE,2023,,,,,,,,,,,,,,,2.0,2.0,1.0,37.0,228,,,,,,,,,,,,,,,,,,,
196822,2020,Malcolm Perry,WR,2020,7.0,246.0,,,,1.0,1.0,1.0,0.0,5.0,8.0,,,,,,,,162,,,,,,,,,3.0,5.0,,13.0,9.0,92.0,,1.0,35.0,,
278802,2022,Tanner Conner,WR,2022,,,,,,,,,,,2.0,,,,,,,,177,,,,,,,,,,,,3.0,,,,,,,
174850,2020,LeVante Bellamy,RB,2020,,,,,,2.0,2.0,,0.0,,1.0,,,,,,,,95,,,,,,,,,4.0,11.0,,1.0,1.0,5.0,,,5.0,,
316847,2023,Keondre Coburn,DT,2023,6.0,194.0,,,,,,,,,,,4.0,0.083333333,8.0,,,,115,,,,,,,,,,,,,,,,,,,
280152,2022,Ronnie Rivers,RB,2022,,,,,,5.0,4.0,1.0,0.0,1.0,4.0,,,,,,,,61,,,,,,,,,9.0,21.0,,5.0,5.0,29.0,3.2222222222222223,,55.0,,
295677,2023,Princeton Fant,TE,2023,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,
277795,2022,Dallis Flowers,DC,2022,,,,,,,,,,,,,,,5.0,8.0,22.0,85.0,317,,,,,,,,,,,,,,,,,,,
304293,2022,Teagan Quitoriano,TE,2022,5.0,170.0,,,,,,,,2.0,8.0,2.0,,,,,,,340,,,,,,,,,,,,14.0,7.0,113.0,0.9112903225806452,2.0,53.0,,
337587,2023,Aidan O'Connell,QB,2023,4.0,135.0,0.0,124.0,0.1935483870967742,,,,0.0,,,,,,,,,,640,343.0,367.0,213.0,0.6209912536443148,2218.0,12.0,24.0,7.0,17.0,11.0,1.0,,,,,,,,
194868,2020,Raequan Williams,DT,2020,,,,,,,,,,,,,4.0,0.081632653,2.0,,,,130,,,,,,,,,,,,,,,,,,,
325753,2024,Bub Means,WR,2024,5.0,170.0,,,,,,,,5.0,10.0,,,,,,,,160,,,,,,,,,,,,15.0,9.0,118.0,1.4936708860759491,1.0,20.0,,
286524,2022,Dareke Young,WR,2022,7.0,233.0,,,,,,,,,2.0,1.0,,,,,,,318,,,,,,,,,,,,2.0,2.0,24.0,0.8571428571428571,,23.0,,
305581,2022,Chigoziem Okonkwo,TE,2022,4.0,143.0,,,,1.0,,,0.0,7.0,37.0,1.0,,,,,,,601,,,,,,,,,3.0,2.0,,46.0,32.0,450.0,2.9220779220779223,3.0,252.0,,
304478,2022,Zander Horvath,FB,2022,7.0,260.0,,,,2.0,2.0,1.0,0.0,1.0,5.0,2.0,,,,,,,367,,,,,,,,,4.0,8.0,,8.0,5.0,8.0,0.2580645161290322,2.0,1.0,,
325000,2024,Levelle Bailey,IB,2024,,,,,,,,,,,,,,,2.0,,,,152,,,,,,,,,,,,,,,,,,,
307876,2023,Spencer Anderson,OT,2023,7.0,251.0,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,
301000,2023,Kobie Turner,DT,2023,3.0,89.0,,,,,,,,,,,46.0,0.1022222222222222,41.0,,,,779,,,,,,,,,,,,,,,,,,,2.0
316848,2023,Scott Matlock,DT,2023,6.0,200.0,,,,,,,,,,,3.0,0.024793388429752,13.0,,,,360,,,,,,,,,,,,,,,,,,,
287519,2022,Sam Webb,DC,2022,,,,,,,,,,,,,,,8.0,39.0,103.0,267.0,399,,,,,,,,,,,,,,,,,,,3.0
304685,2022,Montaric Brown,DS,2022,7.0,222.0,,,,,,,,,,,,,,6.0,12.0,73.0,99,,,,,,,,,,,,,,,,,,,
317168,2024,Blake Watson,RB,2024,,,,,,4.0,,,0.0,,2.0,,,,,,,,18,,,,,,,,,4.0,10.0,,2.0,1.0,13.0,2.6,,18.0,,
305334,2023,Jordan McFadden,OT,2023,5.0,156.0,,,,,,,,,,6.0,,,,,,,175,,,,,,,,,,,,,,,,,,,
191527,2020,Ja'Marcus Bradley,WR,2020,,,,,,,,,,3.0,8.0,,,,,,,,93,,,,,,,,,,,,11.0,5.0,60.0,,,9.0,,
194433,2020,Michael Onwenu,OG,2020,6.0,182.0,,,,,,,,,,14.0,,,,,,,987,,,,,,,,,,,,,,,,,,,
306315,2023,Ben VanSumeren,IB,2023,,,,,,,,,,,,,,,7.0,2.0,2.0,3.0,230,,,,,,,,,,,,,,,,,,,
325538,2024,Joshua Cephus,WR,2024,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,
315830,2024,Beanie Bishop,DC,2024,,,,,,,,,,,,,3.0,0.2307692307692307,4.0,61.0,116.0,468.0,724,,,,,,,,,,,,,,,,,,4.0,7.0
193362,2020,Jordan Glasgow,DS,2020,6.0,213.0,,,,,,,,,,,,,,,,,266,,,,,,,,,,,,,,,,,,,
262338,2020,Cam Gill,OB,2020,,,,,,,,,,,,,2.0,0.25,3.0,,,,249,,,,,,,,,,,,,,,,,,,
368413,2024,Marcellas Dial,DS,2024,6.0,180.0,,,,,,,,,,,,,1.0,5.0,17.0,43.0,425,,,,,,,,,,,,,,,,,,,
324892,2022,Damarion Williams,DC,2022,4.0,141.0,,,,,,,,,,,1.0,0.1428571428571428,3.0,33.0,53.0,268.0,359,,,,,,,,,,,,,,,,,,,2.0
325454,2024,Jarrian Jones,DC,2024,3.0,96.0,,,,,,,,,,,1.0,0.1111111111111111,8.0,64.0,186.0,502.0,812,,,,,,,,,,,,,,,,,,1.0,8.0
300652,2022,Thomas Booker,DE,2022,5.0,150.0,,,,,,,,,,,1.0,0.0126582278481012,12.0,,,,227,,,,,,,,,,,,,,,,,,,1.0
190013,2020,Joe Gaziano,DE,2020,,,,,,,,,,,,,1.0,0.0588235294117647,1.0,,,,28,,,,,,,,,,,,,,,,,,,
373367,2024,Trey Taylor,DS,2024,7.0,223.0,,,,,,,,,,,,,,,,,155,,,,,,,,,,,,,,,,,,,
300632,2023,Terell Smith,DC,2023,5.0,165.0,,,,,,,,,,,,,16.0,41.0,49.0,220.0,464,,,,,,,,,,,,,,,,,,,6.0
259630,2020,Austin Edwards,DE,2020,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,
264587,2022,Brayden Thomas,DE,2022,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,
328257,2024,C.J. Hanson,OG,2024,7.0,248.0,,,,,,,,,,4.0,,,,,,,32,,,,,,,,,,,,,,,,,,,
304682,2023,Desjuan Johnson,DT,2023,7.0,259.0,,,,,,,,,,,6.0,0.1071428571428571,7.0,,,,102,,,,,,,,,,,,,,,,,,,
309261,2023,Brodric Martin,DT,2023,3.0,96.0,,,,,,,,,,,,,3.0,,,,28,,,,,,,,,,,,,,,,,,,
282480,2022,Ja'Sir Taylor,DS,2022,6.0,214.0,,,,,,,,,,,,,8.0,11.0,23.0,121.0,429,,,,,,,,,,,,,,,,,,,1.0
317023,2024,Kyle Hergel,OC,2024,,,,,,,,,,,,1.0,,,,,,,71,,,,,,,,,,,,,,,,,,,
367710,2024,Maema Njongmeta,IB,2024,,,,,,,,,,,,,,,1.0,4.0,3.0,27.0,402,,,,,,,,,,,,,,,,,,,
310262,2023,Lance Boykin,DC,2023,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,
259353,2020,Isaiah Wright,WR,2020,,,0.0,1.0,0.0,,,,0.0,9.0,25.0,,,,,,,,429,1.0,,,,,,,,3.0,16.0,,35.0,27.0,197.0,,,144.0,,
325170,2024,Tyler Owens,DS,2024,,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,
279801,2023,B.J. Thompson,DE,2023,5.0,166.0,,,,,,,,,,,1.0,0.05,1.0,,,,44,,,,,,,,,,,,,,,,,,,
326546,2024,Omar Brown,DS,2024,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,
324929,2024,Demani Richardson,DS,2024,,,,,,,,,,,,,1.0,0.125,23.0,22.0,25.0,196.0,523,,,,,,,,,,,,,,,,,,1.0,2.0
304519,2023,Jaylin Williams,DC,2023,,,,,,,,,,,,,,,1.0,2.0,2.0,20.0,51,,,,,,,,,,,,,,,,,,,
305860,2022,Kalon Barnes,DC,2022,7.0,242.0,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,
349223,2024,Jaylon Carlies,DS,2024,5.0,151.0,,,,,,,,,,,2.0,0.2,21.0,14.0,7.0,95.0,353,,,,,,,,,,,,,,,,,,,1.0
305692,2023,Dorian Thompson-Robinson,QB,2023,5.0,140.0,5.0,44.0,0.1363636363636363,,6.0,,4.0,,,,,,,,,,214,112.0,123.0,60.0,0.5357142857142857,440.0,1.0,6.0,4.0,14.0,65.0,,,,,,,,,
300722,2023,D'Shawn Jamison,DC,2023,,,,,,,,,,,,,,,2.0,8.0,20.0,107.0,262,,,,,,,,,,,,,,,,,,,1.0
281714,2023,Andre Jones,DE,2023,7.0,233.0,,,,,,,,,,,4.0,0.0465116279069767,3.0,,,,421,,,,,,,,,,,,,,,,,,,3.0
196696,2020,Joe Reed,WR,2020,5.0,151.0,,,,,1.0,,0.0,,1.0,,,,,,,,176,,,,,,,,,5.0,29.0,1.0,1.0,,,,,,,
193691,2020,Auzoyah Alufohai,DT,2020,,,,,,,,,,,,,1.0,0.0416666666666666,1.0,,,,84,,,,,,,,,,,,,,,,,,,
351384,2023,Juice Scruggs,OC,2023,2.0,62.0,,,,,,,,,,12.0,,,,,,,466,,,,,,,,,,,,,,,,,,,
326124,2023,Drake Thomas,IB,2023,,,,,,,,,,,,,,,2.0,,,,122,,,,,,,,,,,,,,,,,,,
305372,2023,Mohamed Ibrahim,RB,2023,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,
310211,2024,Mason McCormick,OG,2024,4.0,119.0,,,,,,,,,,24.0,,,,,,,1008,,,,,,,,,,,,,,,,,,,
280844,2022,Cordell Volson,OT,2022,4.0,136.0,,,,,,,,,,37.0,,,,,,,1181,,,,,,,,,,,,,,,,,,,
304574,2023,Amari Burney,IB,2023,6.0,203.0,,,,,,,,,,,2.0,0.5,9.0,5.0,1.0,80.0,165,,,,,,,,,,,,,,,,,,,
263756,2020,Tershawn Wharton,DT,2020,,,,,,,,,,,,,17.0,0.052147239,20.0,,,,550,,,,,,,,,,,,,,,,,,,
287953,2022,Vederian Lowe,OT,2022,6.0,184.0,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,
325391,2024,Renardo Green,DC,2024,2.0,64.0,,,,,,,,,,,,,20.0,66.0,109.0,491.0,751,,,,,,,,,,,,,,,,,,1.0,13.0
311703,2022,Brock Purdy,QB,2022,7.0,262.0,6.0,67.0,0.1641791044776119,,1.0,,1.0,,,,,,,,,,380,170.0,187.0,114.0,0.6705882352941176,1374.0,13.0,11.0,4.0,22.0,13.0,1.0,,,,,,,,
305878,2022,Tyquan Thornton,WR,2022,2.0,50.0,,,,,,,0.0,14.0,30.0,,,,,,,,526,,,,,,,,,3.0,16.0,1.0,45.0,22.0,247.0,0.8288590604026845,2.0,63.0,,
348709,2024,Christian Mahogany,OG,2024,6.0,210.0,,,,,,,,,,1.0,,,,,,,116,,,,,,,,,,,,,,,,,,,
307999,2023,Yasir Abdullah,DE,2023,5.0,136.0,,,,,,,,,,,3.0,0.125,1.0,,,,45,,,,,,,,,,,,,,,,,,,
312958,2024,Isaac Guerendo,RB,2024,4.0,129.0,,,,42.0,41.0,9.0,0.0,1.0,15.0,2.0,,,,,,,351,,,,,,,,,84.0,420.0,4.0,16.0,15.0,152.0,1.876543209876543,,107.0,,
305371,2023,Jordan Howden,DS,2023,5.0,146.0,,,,,,,,,,,2.0,0.1666666666666666,17.0,22.0,72.0,144.0,729,,,,,,,,,,,,,,,,,,,5.0
279194,2022,Nolan Turner,DS,2022,,,,,,,,,,,,,,,,1.0,1.0,-5.0,75,,,,,,,,,,,,,,,,,,,
348580,2023,Jarrick Bernard-Converse,DC,2023,6.0,204.0,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,
300693,2023,Christian Izien,DS,2023,,,,,,,,,,,,,7.0,0.109375,18.0,60.0,109.0,499.0,865,,,,,,,,,,,,,,,,,,2.0,2.0
281435,2022,Armani Rogers,TE,2022,,,,,,,,,0.0,3.0,3.0,2.0,,,,,,,375,,,,,,,,,2.0,26.0,,6.0,5.0,64.0,1.1636363636363636,,57.0,,
305338,2022,Baylon Spector,IB,2022,7.0,231.0,,,,,,,,,,,,,,4.0,1.0,26.0,98,,,,,,,,,,,,,,,,,,,
289381,2023,Travis Vokolek,TE,2023,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,
283943,2022,Ben Stille,DT,2022,,,,,,,,,,,,,3.0,0.09375,5.0,,,,85,,,,,,,,,,,,,,,,,,,
196184,2020,Elijah Riley,DC,2020,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,
305132,2020,John Hightower,WR,2020,5.0,168.0,0.0,1.0,0.0,,,,,9.0,15.0,,,,,,,,346,,,,,,,,,1.0,1.0,,29.0,10.0,167.0,,,59.0,,
304353,2023,Brenton Cox,DE,2023,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,
